id,screen_name,name,friends_count,followers_count,statuses_count,verified,utc_offset,time_zone
877347791764312065,879c50f54a37411,Venkata Giriappa,5006,2199,56649,false,NULL,NULL
877347790988476416,indiajobslist,India Jobs,73,134,9525,false,19800,New Delhi
877347792561119233,UnclutchedPearl,The Counter Feminist,3316,1752,2530,false,-25200,Pacific Time (US & Canada)
877347793077010433,tabitharussell,tabitha,789,3405,34227,false,-25200,Pacific Time (US & Canada)
877347793035182081,Ifavstylinson_,Løuis Sweet Creature,8438,7660,13674,false,-25200,Pacific Time (US & Canada)
877347793697886209,sul535,✳ الأدعم |افداك تميم,5364,46234,301319,false,-18000,Quito
877347793391812612,EvieRosseel,Evie Rosseel,467,296,17782,false,NULL,NULL
877347794335531008,DelfiDuarte,delfi,225,643,13190,false,-10800,Brasilia
877347794759155712,djyannickyan,Yannick Yan,4697,4702,18255,false,7200,Paris
877347796218544128,seemamustafa,seemamustafa,495,6337,18798,false,-36000,Hawaii
877347796633956352,IppPakistan,IPP ISLAH PAKISTAN P,283,36,757,false,NULL,NULL
877347797581709313,deltaweese,Sarah,5001,3055,50265,false,NULL,NULL
877347799901319168,gurriersread,Catherine Walsh,3808,1844,38833,false,NULL,NULL
877347800727552000,Product_Data,Product Data,86,476,117314,false,3600,London
877347800677318656,BeardedDad88,JoshHarrisVlogs,67,152,1464,false,-25200,Pacific Time (US & Canada)
877347802967396352,njberniebird,Helen Carmichael,90,7,795,false,NULL,NULL
877347803017752576,Meenu_sahai,Meenu Sahai,307,121,1641,false,NULL,NULL
877347802959020032,Miss_Jessers,Jessica Shaeffer,145,11,91,false,-14400,Eastern Time (US & Canada)
877347803499855872,mykneeguide,My Knee Guide,3093,8187,32534,false,-14400,Eastern Time (US & Canada)
877347804095565824,asnmaok,MALINEE,91,28,15319,false,NULL,NULL
877347803755950081,karenDdkdcd,Karen,22,5,56,false,NULL,NULL
877347804393463809,kbaron131,Karen Baron,201,239,16424,false,NULL,NULL
877347804187959296,chaosentity,NotURTargetAudience,106,46,24134,false,-18000,Central Time (US & Canada)
877347804749996032,dtucker4218,Dennis Tucker,186,749,10130,false,NULL,NULL
877347805320192000,mEvp0MXBEjgilra,Mohsen Saleh,900,981,24332,false,NULL,NULL
877347805378904065,jfnatalie,John Natalie,116,137,1226,false,-14400,Eastern Time (US & Canada)
877347804137619458,JPGTRS,Jaya Prakash Goud,94,41,28,false,NULL,NULL
877347805739831297,TheRebelTreble,Chris Henderson,193,329,14551,false,0,Casablanca
877347806192705541,Hy_phen97,Emanuel Velazquez🌐,282,227,4404,false,NULL,NULL
877347805936975872,awesometweeeets,Make Your Day,121518,111533,110976,false,10800,Riga
877347806930804736,2Gkento222,Kent Tsuji,341,198,3185,false,NULL,NULL
877347807954391040,Jadysthefany2,Sangue de mulamba ❤️,413,418,4883,false,NULL,NULL
877347808298151936,somerfjord,Matt Somerford,1458,817,17004,true,3600,London
877347807937429504,bossmanvapes,Bossman Vapes,518,223,223,false,NULL,NULL
877347808990330880,Broquete,Elvin Broquete,731,1344,177571,false,-14400,Eastern Time (US & Canada)
877347809522925568,neptune7321,Asian 4 Trump,21,2951,49465,false,-25200,Pacific Time (US & Canada)
877347809510412288,Rael_ffc,Dourado🔪 🇮🇹,336,423,17059,false,NULL,NULL
877347809787301888,RaptureNP,Rapture #NowPlaying,28,151,236203,false,3600,London
877347809921511424,NationFirst4All,One Nation One Law,21287,19571,28312,false,19800,Mumbai
877347810907115525,bolivaredwin,EDWIN BOLIVAR,2271,416,598,false,-14400,Caracas
877347810450046977,monari_michelle,MICHELLE ♡.,885,807,33717,false,-25200,Pacific Time (US & Canada)
877347811301351424,TomsUsedCars,tom.,493,193,323,false,NULL,NULL
877347811766837248,mikestillalive,mukesh k,538,201,222,false,NULL,NULL
877347811716546560,__petitmaya,⛅️く ぼ た ま や⛅️,302,217,7699,false,32400,Tokyo
877347811871920129,Alexand85456195,Alexandra Stone,147,0,218,false,NULL,NULL
877347811783790598,PhilNista,Phil Nista 🌹,676,1433,12445,false,-14400,Eastern Time (US & Canada)
877347812169494529,hatebyun,nanda,456,517,3995,false,-25200,Pacific Time (US & Canada)
877347813545213956,DrinkNForte,PROUD AMERICAN,108,442,15662,false,NULL,NULL
877347812442128385,laiiiiqueen,lai cass👑,57,33,197,false,NULL,NULL
877347815105503235,djyannickyan,Yannick Yan,4698,4702,18255,false,7200,Paris
877347815726305280,pawar8989,Devansh Pawar,5000,4049,34711,false,19800,Asia/Calcutta
877347816254734336,bthakur890,Bhupinder singh,99,10,9,false,NULL,NULL
877347816254853122,sugandhankher,Sugandh,51,47,266,false,NULL,NULL
877347816246398976,JobinM23,Jobin M,68,58,629,false,-25200,Tijuana
877347817324498944,AutoChelms,AUTOCONCEPTSCHELMS,3774,2347,302174,false,NULL,NULL
877347818058297345,anthoknees,y'all don't read,966,17804,170022,true,-25200,Pacific Time (US & Canada)
877347818524086272,murphymike,Mike Murphy,1480,73684,683,true,-25200,Pacific Time (US & Canada)
877347819065008128,seemamustafa,seemamustafa,495,6337,18798,false,-36000,Hawaii
877347819300040704,Angelin31322169,Angelina David,78,0,90,false,NULL,NULL
877347819652173824,AshrikJ,Ashrik JLD,25,7,6,false,NULL,NULL
877347821460099073,alicebiruta,Esdruxu.lice,2331,6354,153296,false,-7200,Greenland
877347821552377856,NetizenNickster,Netizen Nickster,890,502,4285,false,-14400,Eastern Time (US & Canada)
877347821854351360,BrendaBrambiIIa,brenda,186,502,14431,false,-10800,Brasilia
877347822374461440,theeshaktiman,Anshumaan upadhyay,184,201,5046,false,19800,New Delhi
877347822785282048,impreetM,india 🇮🇳 #WWC17,80,449,12414,false,NULL,NULL
877347822881976320,Marshalliars,Sara,509,783,25435,false,-10800,Brasilia
877347823053807616,svtverse,an ✾ 17,323,155,4834,false,NULL,NULL
877347823053713410,patriothates45,Meena,2670,1312,15213,false,-25200,Pacific Time (US & Canada)
877347823213096960,StephenBoyes1,Stephen Boyes,105,37,708,false,NULL,NULL
877347824442105861,Charanrajck,Charan Raj,1077,236,6710,false,NULL,NULL
877347824802816000,psychxtyler,laputamadre,635,1036,56093,false,-10800,Buenos Aires
877347826753191936,aysenurakdogann,Ayşenur.,208,481,318,false,NULL,NULL
877347825796882433,indiajobslist,India Jobs,73,134,9526,false,19800,New Delhi
877347826388398081,AutoChelms,AUTOCONCEPTSCHELMS,3774,2347,302175,false,NULL,NULL
877347826581340160,SapisimoG,J.G.G.,3122,2567,118763,false,-14400,Eastern Time (US & Canada)
877347825067196416,SupremoNetuno,Supremo Netuno,127,6,23,false,NULL,NULL
877347826920939524,platinumprican,Iliana Fischer,1257,17739,15729,false,-25200,Pacific Time (US & Canada)
877347828476985344,ImPa47,Pankaj Devnani,386,346,1615,false,NULL,NULL
877347827759931392,Rettweetme,Rettweet Me,0,20,1257,false,NULL,NULL
877347828095430656,orange_puppet,Impeach Orange Clown,209,581,14933,false,-14400,Eastern Time (US & Canada)
877347828556627970,tangsin13,GODHEENIM,613,67,87827,false,NULL,NULL
877347828674187264,CaptPromila,PROM,1912,1481,20305,false,NULL,NULL
877347828426788864,steveholland1,Steve Holland,679,13458,8475,true,-18000,Quito
877347829856911360,miasamilleee,sporty spice,269,220,5495,false,NULL,NULL
877347830037401600,BrendaBoggs5,Brenda sue 28,73,102,10547,false,NULL,NULL
877347830645407748,jonathanloo1999,Jon Loo,253,214,7940,false,NULL,NULL
877347831002025989,CandisGauvin,Candis Gauvin,2434,1759,15912,false,NULL,NULL
877347831144513537,pauGardner,paul gardner,360,135,1095,false,28800,Perth
877347830314041344,ChurchUSA,The American Church,243,179,26588,false,-14400,Eastern Time (US & Canada)
877347831488630785,aleprador,Alejandra Prado,1353,926,20718,false,-14400,La Paz
877347831794679808,asnmaok,MALINEE,91,28,15320,false,NULL,NULL
877347832306352129,anjalimanohar,Anjali Manohar,632,841,12407,false,19800,New Delhi
877347831954251776,Katheri32887194,Katherine Flores,218,2,347,false,NULL,NULL
877347832214110208,annikxa,islandgirl_32🌺🌴,439,1041,81577,false,-25200,Pacific Time (US & Canada)
877347832084168704,AutoChelms,AUTOCONCEPTSCHELMS,3774,2347,302176,false,NULL,NULL
877347832981630977,prathameshpurud,Prathamesh,1116,176,1401,false,NULL,NULL
877347833367494656,Freaking_Indian,Indian Freak,1489,67,1989,false,NULL,NULL
877347832583376897,reparziale,Vintage Eve's,457,505,3763,false,NULL,NULL
877347833673904132,angie_hoon,angelina♡,97,378,3371,false,NULL,NULL
877347833971482625,ChileReport,Chile Report,1226,1181,24333,false,-14400,Santiago
877347833946484737,akanicsdad,Bill Smith,100,1474,44272,false,-14400,Eastern Time (US & Canada)
877347835477348352,AvesFrederick,Frederick Aves,76,5,66,false,NULL,NULL
877347835808591872,srinivasjrao,Srinivas Rao,288,143,1405,false,19800,New Delhi
877347836219863040,paulmcclintock,Paul McClintock,5395,5409,112639,false,-14400,Eastern Time (US & Canada)
877347836744130562,FrizzOne2,#SAMarch4Gaza,5004,1736,24688,false,-14400,Eastern Time (US & Canada)
877347836987195392,WiIdDreamer,WiIdDreamer,10035,10599,1446,false,-25200,Pacific Time (US & Canada)
877347836865777665,forsmax,serq,36,5,373,false,3600,London
877347837289222144,Col_Connaughton,ISRAEL BOMBS BABIES,2010,4998,1357726,false,3600,London
877347838920765440,0hZeRo,UNDERCOVER,32925,34119,1477,false,-25200,Pacific Time (US & Canada)
877347839080136704,KCGreen17,Casey Green,1082,158,12784,false,NULL,NULL
877347839688429571,BRoeTiger,Barry Roe,312,192,4293,false,NULL,NULL
877347840304889856,_PiemeepDomo,Niquole Leitch,492,424,26944,false,28800,Beijing
877347840321662978,vickygarch,Vicky Garchitorena,118,2108,13189,false,NULL,NULL
877347842007986177,IndianExpress,The Indian Express,736,2497140,323620,true,19800,New Delhi
877347841949278208,imbaeno,Zina,127,1073,32231,false,-10800,Atlantic Time (Canada)
877347842586587136,karissaevans231,Karissa Evans,20,0,62,false,NULL,NULL
877347842225954817,jaibholenathh,Akandbharath,492,40,2186,false,NULL,NULL
877347842456666112,dailynation,Daily Nation,278,1156464,341847,true,10800,Nairobi
877347841815056384,BuzzNewsUK_,BuzzNews,900,1046,124465,false,-25200,Pacific Time (US & Canada)
877347842981064704,BritishVogue,British Vogue,1699,3526411,251724,true,3600,London
877347843077545984,i_am_baadshah,Meet Joshi,799,499,3741,false,NULL,NULL
877347843270463488,TheQuint,The Quint,219,164439,120302,true,19800,New Delhi
877347843609985025,MANUELMEZAH,Manuel Meza Hinojosa,1701,1468,3833,false,NULL,NULL
877347844067397632,fentz_,مليحة,239,444,29564,false,3600,London
877347844046413824,AutoChelms,AUTOCONCEPTSCHELMS,3774,2347,302177,false,NULL,NULL
877347844184657921,Sweating123,Sweating Treatments,210,4,49,false,NULL,NULL
877347843857633280,Sensi__Me,Sensi,14072,14410,1448,false,-25200,Pacific Time (US & Canada)
877347844000288768,Sauganash_Munns,Sauganash Principal,54,321,389,false,-18000,Central Time (US & Canada)
877347844469817345,Maria_sydney,Senator Amidala,1278,1185,20241,false,NULL,NULL
877347844558082048,D_Minors,NoTime For Loser,18405,19406,1482,false,-25200,Pacific Time (US & Canada)
877347845249974272,seemamustafa,seemamustafa,495,6337,18798,false,-36000,Hawaii
877347844755206148,colebrooksltd,Colebrooks Ltd,1,5,500,false,NULL,NULL
877347845170507776,KingdomRadioUK1,KINGDOMRADIO.CO.UK,151,32,1289,false,3600,London
877347845916971009,JLMillar,Janet Millar,174,70,3178,false,-21600,Mountain Time (US & Canada)
877347844230983681,Synxi,Synxi,577,316,1233,false,-21600,Mountain Time (US & Canada)
877347846353178624,KyndraHall,KyndraHall,30,9,6,false,NULL,NULL
877347845787013120,Agust_DF,2017.06.22,127,359,5039,false,NULL,NULL
877347846109921280,testymonkey,Test Monkey,15,295,8598,false,NULL,NULL
877347846734753792,efmnowplaying,Energy FM Playing,0,55,44501,false,NULL,NULL
877347844340027393,soonerdreams,Barbara E Fuller,4953,4181,65154,false,-18000,Central Time (US & Canada)
877347847334526976,johnspatricc,Patricia Johnson,1,24050,571574,false,-25200,Pacific Time (US & Canada)
877347848127483904,GeorgeRLawrence,George Lawrence,85,88,101,false,NULL,NULL
877347848127365120,historymovie_tw,HISTORY MOVIE,510,336,2010,false,NULL,NULL
877347847120855041,AIonSteroids,AI on Steroids,7,99,3282,false,NULL,NULL
877347849150885888,AutoChelms,AUTOCONCEPTSCHELMS,3774,2347,302178,false,NULL,NULL
877347848827715585,arunfreelance,Arun Freelancer,1723,1941,583,false,19800,New Delhi
877347849016532994,SpecialOpsUni,Special Ops Unis,0,991,253,false,-25200,Pacific Time (US & Canada)
877347850039902208,asnmaok,MALINEE,91,28,15321,false,NULL,NULL
877347850178441216,airworldtoday,Air World Today,16082,21367,70559,false,3600,London
877347849801019396,cwalters047,Cameron Walters,2481,402,13290,false,NULL,NULL
877347850744680448,KellyG0422,KellyG.,317,375,1187,false,NULL,NULL
877347851004596225,jmplaceres,Alma Conectada1,375,198,4753,false,NULL,NULL
877347851306541056,HRLaksono,Hari Laksono,309,427,6932,false,-25200,Pacific Time (US & Canada)
877347851696615424,BhanuArora16,Bhanu Arora,306,161,638,false,NULL,NULL
877347850149146625,Olivia_Aishah,プリンセスオリビア,234,246,13578,false,10800,Athens
877347851017310211,BuzzNewsUK_,BuzzNews,900,1046,124466,false,-25200,Pacific Time (US & Canada)
877347851793203201,AutumnL12908816,Autumn Lawrence,180,3,245,false,NULL,NULL
877347852271329283,RahulBhalla6,By the order of...,311,56,635,false,NULL,NULL
877347851893735424,CACIOEMARCOS,Cacio e Marcos,9,12819,8506,false,-10800,Brasilia
877347852157988864,NxGenEarthlings,Next Gen Earthlings,6516,6526,18646,false,-25200,Pacific Time (US & Canada)
877347852745191426,NewRBEworld,#BernieOrJill,1975,2143,43412,false,-25200,Arizona
877347854125211648,Real_Praveen003,Er.R.Praveen,142,33,321,false,NULL,NULL
877347854280306689,ahht05,Ahmed Hosny,914,1131,14304,false,7200,Cairo
877347854284603392,Newsofthehour1,Newsofthehour,2008,1456,112011,false,-25200,Pacific Time (US & Canada)
877347854167285760,ExpoAnnouncer,The Biz Expos An,4824,15067,267019,false,3600,London
877347854695645184,reuters_jptop,ロイター　トップニュース,0,1675,127718,false,-36000,Hawaii
877347854444048384,Feellnside,Feel Inside,19088,20322,1484,false,-25200,Pacific Time (US & Canada)
877347854926217216,SillaBlackroses,Black Rose,21281,21492,504,false,-25200,Pacific Time (US & Canada)
877347854024454147,DealStreetAsia,DealStreetAsia,219,2829,39160,false,-39600,Midway Island
877347854716633089,DM_breakingnews,Daily Mail Breaking,21,15,2016,false,NULL,NULL
877347855643496448,yasbus16,Bustamante💸💰,725,967,26367,false,-10800,Brasilia
877347855639261184,Stuthitweeting,ಸುೃತಿ,37,415,27829,false,NULL,NULL
877347855769321472,reuters_jptop,ロイター　トップニュース,0,1675,127719,false,-36000,Hawaii
877347855610105856,IAm_0thr,I.Am,12171,11398,1447,false,-25200,Pacific Time (US & Canada)
877347856184520705,mediosdemexico,Medios de Mexico,5523,7015,101629,false,-18000,Mexico City
877347856172056576,aitsl,aitsl,9582,31201,11790,false,36000,Melbourne
877347856209805312,SoWhatno1,SoWhat✌️,35391,37264,1450,false,-25200,Pacific Time (US & Canada)
877347856604028928,ekrxjtkfkd,클레멘체스터,61,68,9606,false,-25200,Pacific Time (US & Canada)
877347856801288192,mayagourds,Covfefe_Maya,1840,1443,12913,false,NULL,NULL
877347857140928512,Slinkykatz,Rich Bannon 🇺🇸🇺🇸,1182,1053,14387,false,-14400,Eastern Time (US & Canada)
877347856692256768,evepaludan,Eve Paludan,69275,74509,506748,false,-25200,Pacific Time (US & Canada)
877347857195560961,Bandcamp,bandcamp,306,104571,4102,true,-25200,Pacific Time (US & Canada)
877347857665228800,LoveAngelsLA,Dream Lover,20279,21126,1445,false,-25200,Pacific Time (US & Canada)
877347857493307392,stubbylegs,stubbylegs,231,99,4578,false,-14400,Eastern Time (US & Canada)
877347857799544832,SilentEmotion__,silent_eMotion,120047,131034,1565,false,-39600,Midway Island
877347858508271616,AutoChelms,AUTOCONCEPTSCHELMS,3774,2346,302179,false,NULL,NULL
877347858315268097,USCSportsNow,USC Sports Now,95,2518,102623,false,-25200,Pacific Time (US & Canada)
877347858676056064,RealCoupIe,Relationship,13416,15984,1446,false,-25200,Pacific Time (US & Canada)
877347859162595328,djyannickyan,Yannick Yan,4697,4703,18257,false,7200,Paris
877347860144115714,StakepoolCom,Stakepool,20,22808,178534,false,NULL,NULL
877347860454428672,Paz8808,Maripaz Castillo,293,404,12209,false,-18000,Mexico City
877347860265791489,Newsuk_trending,NewslockerTrendingUK,459,359,8127,false,NULL,NULL
877347860517449733,elwydragon,Michael Hughes,59,42,2032,false,3600,London
877347860680814592,finiteattention,Chris Atherton,1002,4014,44392,false,3600,London
877347861486338048,glossy_radio,glossy radio,110,356,61375,false,NULL,NULL
877347861897166848,Maria_sydney,Senator Amidala,1278,1185,20242,false,NULL,NULL
877347861834452992,tnsfc,The New Saints FC,26657,69750,53878,true,3600,London
877347863252152320,dylan_k93,Dylan K,656,289,8642,false,-14400,Eastern Time (US & Canada)
877347863826747392,bbangiebbnicola,AngieyNico,318,4337,373749,false,-14400,Eastern Time (US & Canada)
877347864246194177,RealYatta__,COACH Yatta  ™,1637,2163,80270,false,-18000,Central Time (US & Canada)
877347864489279488,organic2016,TrumpRepublican2017,215,6121,260768,false,-25200,Pacific Time (US & Canada)
877347864338366464,TestimonyAtWinn,Mustered Lady,1973,2254,191615,false,10800,Athens
877347864569151488,ericamorales927,Erica Morales,4987,698,22668,false,NULL,NULL
877347865156300800,prensacuba,Prensa Cubana,208,142931,217795,false,-14400,Eastern Time (US & Canada)
877347864099397632,pubperspectives,PubPerspectives,7595,36828,15540,false,-14400,Eastern Time (US & Canada)
877347864812429312,indiajobslist,India Jobs,73,134,9527,false,19800,New Delhi
877347866427117570,kekistani_guy,kekistani soldier,112,193,2386,false,NULL,NULL
877347867127689217,VijaySi17009778,Vijay Singh,29,4,93,false,NULL,NULL
877347867215745028,JUNBERRIESS,ash 🐽,178,153,9253,false,NULL,NULL
877347867144331264,vipinkh,Vipin Khandelwal,83,667,5270,false,19800,Chennai
877347867777695744,DustinGiebel,Dusty,1568,17893,22418,false,-25200,Pacific Time (US & Canada)
877347868268417024,Pentelhabbb17,Pentelha💋💄🍨🎨🌞📢,1035,386,11819,false,-25200,Pacific Time (US & Canada)
877347868285251584,Lips_NYC,My Days,7686,7984,1445,false,-25200,Pacific Time (US & Canada)
877347868842926080,egurujobs,eguru jobs,519,1175,215214,false,NULL,NULL
877347868893339648,asnmaok,MALINEE,91,28,15322,false,NULL,NULL
877347868738191361,AutoChelms,AUTOCONCEPTSCHELMS,3774,2347,302181,false,NULL,NULL
877347869656854528,elizabe95815732,elizabeth dunn,40,455,60603,false,NULL,NULL
877347869220634625,notsomoderndrum,NSMD Magazine,149,132,450,false,-18000,Central Time (US & Canada)
877347870164230144,DoctorBlue99,TheyTookDoc,214,114,1266,false,NULL,NULL
877347869920968704,BytorNSnowdog,Beach Bum,296,396,25721,false,-18000,Central Time (US & Canada)
877347870084608002,_______UnBroken,Unbroken,6769,7983,1454,false,-25200,Pacific Time (US & Canada)
877347869858177024,Reddit_Cricket,Reddit Cricket,139,629,23266,false,NULL,NULL
877347870403305472,ChronixIove,ChronicLove,31756,33543,1485,false,-25200,Pacific Time (US & Canada)
877347870524882946,LoanRebeca,Rebeca Loan,55,32,3494,false,NULL,NULL
877347870265024516,LuckyGirIs,We Are...⭐,54401,65815,1460,false,25200,Jakarta
877347870919204864,2a58b881299b4c4,Brijesh Mundada,419,132,17940,false,NULL,NULL
877347871535779840,LvCa2,Kathy Steele,258,229,4332,false,-25200,Pacific Time (US & Canada)
877347871887990784,vnuek,Nuek 😺 😸 😹 😻 😼,11198,12893,152901,false,-14400,Eastern Time (US & Canada)
877347872106135553,ChrisAdamTweets,Chris Adam,5925,5504,324671,false,-25200,Pacific Time (US & Canada)
877347870382444548,marilga_gerogad,marilga gerogad,21,6,407433,false,NULL,NULL
877347871904976897,CurbysWife,CurbysWife,327,50,832,false,NULL,NULL
877347872961777665,RiteshSinha4,RS,587,264,1641,false,NULL,NULL
877347872769028096,Susanmills158,(((Susan))),344,374,16976,false,NULL,NULL
877347872370458624,bthakur890,Bhupinder singh,99,10,10,false,NULL,NULL
877347874484494336,soonerdreams,Barbara E Fuller,4953,4181,65155,false,-18000,Central Time (US & Canada)
877347875386032129,FATAMY_QTR,Fatamy76Qtr,531,682,2603,false,-25200,Pacific Time (US & Canada)
877347875763625985,Dharmendrachah1,Dharmendra​ Chahar,14,19,2940,false,NULL,NULL
877347874312409088,Qeinti_Qeimva,Qeinti Qeimva,97,3,5488,false,NULL,NULL
877347875713421312,djyannickyan,Yannick Yan,4697,4703,18257,false,7200,Paris
877347875897843712,Zhbabar05,Zohaib Babar,7828,7243,106922,false,NULL,NULL
877347876229316609,maxcomfortfilms,Max Comfort,684,1645,49802,false,-14400,Eastern Time (US & Canada)
877347876145438726,JustAnimalCare,Just Animal Care,11999,12868,10761,false,-25200,Pacific Time (US & Canada)
877347876132859904,737373,Anna Patterson,907,555,47178,false,NULL,NULL
877347876279435265,DioPerix,Dio Perix,40,692,2239,false,10800,Athens
877347875562369024,MWeacmu,Miinda Weacmu,0,0,12228,false,-25200,Pacific Time (US & Canada)
877347877109899265,mightyones1968,Zep 🤙🏻#covfefe,3343,4082,127013,false,NULL,NULL
877347876728225792,MariamalnaimiQR,м π̵ я i π̵ м ♐,126,180,9542,false,NULL,NULL
877347877491806208,widdawisa,Lisa H,461,328,38574,false,-18000,Central Time (US & Canada)
877347878288715776,AndycKnight,Andy Knight,280,62,1135,false,NULL,NULL
877347878984798209,IsTrnd,Is Trend,0,1859,730322,false,-25200,Pacific Time (US & Canada)
877347880662556678,ShivamB11809002,Shivam Bhadouriya,175,46,100,false,NULL,NULL
877347880998060032,MSalmanAli96,Salman Ali,514,1110,31757,false,NULL,NULL
877347880905953280,MSalmanAli96,Salman Ali,514,1110,31757,false,NULL,NULL
877347881362923520,dboaz75,duane D. Boaz,2887,1505,19184,false,NULL,NULL
877347881585229824,FredNielsen14,Fred Nielsen,129,0,147,false,NULL,NULL
877347882277502978,ChelRBR,Noni,1314,1020,22854,false,NULL,NULL
877347883573530624,Whitekabutar,Whitekabutar,647,25,1408,false,-25200,Pacific Time (US & Canada)
877347884672229376,Rachisonline,Rach David,37,119,435,false,NULL,NULL
877347884852809732,AutoChelms,AUTOCONCEPTSCHELMS,3774,2347,302183,false,NULL,NULL
877347885070692352,ric_ramos,RICARDO RAMOS,1907,366,299,false,-14400,Caracas
877347885989408768,World_Listening,WLP,8179,8049,10536,false,-18000,Central Time (US & Canada)
877347886379319296,Profitigation,Lynette Johnson,346,492,17581,false,-25200,Pacific Time (US & Canada)
877347885746147328,enibruhh,Eniye🌹,577,893,44713,false,-18000,Central Time (US & Canada)
877347887209889793,karenDdkdcd,Karen,22,5,57,false,NULL,NULL
877347887155261444,djtonystewart,Tony Stewart,1366,1108,10175,false,-25200,Pacific Time (US & Canada)
877347888011104256,IPacola,Isa #Shawn4MMVA,4985,2459,45383,false,NULL,NULL
877347888354828289,airworldtoday,Air World Today,16082,21365,70561,false,3600,London
877347888740745216,santoshvarun,santoshvarun,391,22,531,false,NULL,NULL
877347888493338624,EverythingAppl,Everything Apple,24,67,6279,false,NULL,NULL
877347889126789120,JorgeManrique1_,Jorge Manrique,2554,160,5210,false,-25200,Pacific Time (US & Canada)
877347889026138113,30Rishu,🖨️Rishu insan📚,282,997,173107,false,NULL,NULL
877347889768521728,rmccollo,Richard J McCollough,676,553,6673,false,-10800,Atlantic Time (Canada)
877347890183655427,SiobhanNeary15,Siobhan Neary,179,233,536,false,NULL,NULL
877347890091380736,59nathang,Nn Gn,60,104,26269,false,-7200,Greenland
877347891530084352,Dumpling88,Dumpling88,321,60,6500,false,28800,Beijing
877347891760611328,9mt_jr77,🇦🇪🇸🇦مريم🇰🇼🇶🇦,127,794,1076,false,NULL,NULL
877347892197023744,Keowpi_Qaahwa,Keowpi Qaahwa,56,2,65329,false,NULL,NULL
877347893291732992,EnvyMeGreatly,👽vs👊👥#CrowdStrike,644,1393,399214,false,-18000,America/Chicago
877347893602013184,SBValleyWriter,The 🌮 Guy,41,28,646,false,NULL,NULL
877347893476286465,jrabello__,Júlia CRF ⚫️🔴,926,570,1723,false,NULL,NULL
877347894231089152,marilga_gerogad,marilga gerogad,21,6,407436,false,NULL,NULL
877347894801649664,NotJerryTipton,Not Jerry Tipton,496,52632,19494,false,-18000,Central Time (US & Canada)
877347895141253120,EmergentCulture,Rohaan Solare,8374,10730,66193,false,-25200,Pacific Time (US & Canada)
877347895627743241,Gotcha3113,Queen No-one 🎧,1545,277,8488,false,3600,London
877347896152207361,indiajobslist,India Jobs,73,134,9528,false,19800,New Delhi
877347896814845953,asnmaok,MALINEE,91,28,15323,false,NULL,NULL
877347896802164736,smartpoliticsUS,Stop Trump News 🇺🇸,561,331,2363,false,NULL,NULL
877347897464979456,CzarLazar1389,czar of the Orbs,1415,1352,16693,false,NULL,NULL
877347897833959424,radioakhtive,🐅,206,274,2569,false,NULL,NULL
877347898559676417,thinkahol,thinkahol,779,434,16132,false,-25200,Pacific Time (US & Canada)
877347898974916610,pawar8989,Devansh Pawar,5000,4049,34714,false,19800,Asia/Calcutta
877347898928893952,jrwwagner,José Roberto,845,897,24379,false,NULL,NULL
877347899562176512,RedBuds,Kevin,1961,2514,7237,false,-18000,Central Time (US & Canada)
877347900002521088,ncanevello,Norma Canevello,489,150,7212,false,NULL,NULL
877347900350758913,StablishedLinda,Linda KLSS,134,12,335,false,NULL,NULL
877347901076197376,ProductGrams,ProductGram,774,2319,128909,false,NULL,NULL
877347900669480960,cheshireree,Galactic Pretty Boy✧,123,12,1027,false,NULL,NULL
877347901470584833,claurl9,🐽,127,184,2858,false,NULL,NULL
877347900702851072,militermeter,militermeter,133,137,1598,false,NULL,NULL
877347901264904196,kilonzoNice,eunice kilonzo,340,167,1210,false,NULL,NULL
877347901961191424,descelerador,Mariano B. 🐽,321,214,2718,false,NULL,NULL
877347902544371712,Pete_Riches,Pete Riches,2247,914,37874,false,3600,Europe/London
877347902842187777,siriapplebees,Sis'Challa,314,407,6780,false,NULL,NULL
877347903747969024,AHMED50903706,AHMED,161,142,6516,false,NULL,NULL
877347903618125825,MissZambia,Maleele Choongo,552,2077,36126,false,-18000,Central Time (US & Canada)
877347903466897412,k_ace11,1,315,1202,24794,false,-25200,Pacific Time (US & Canada)
877347904456986624,5xnewx,@B,667,588,17206,false,19800,Mumbai
877347904846913537,BanishFGM,BanishFGM MGF MGM 🔚,8618,12926,80716,false,-39600,International Date Line West
877347905002119168,AutoChelms,AUTOCONCEPTSCHELMS,3774,2346,302185,false,NULL,NULL
877347904922337281,PCinTheCloud,Peter Collins,2487,2960,5359,false,-25200,Pacific Time (US & Canada)
877347904775651333,_saraVarghese_,sara,686,978,12222,false,-14400,Eastern Time (US & Canada)
877347904930828288,jlints58,Jerry Lints,2922,3682,54421,false,NULL,NULL
877347904985456640,calebhell,Caleb Hellerman,639,650,3211,false,-18000,Quito
877347905144668161,MaryFrances006,MaryFrances,324,212,6158,false,NULL,NULL
877347906105122816,xJupii,56 days 🌌,46,77,762,false,NULL,NULL
877347906650390528,TRUMP_Snowflake,Donald J. Trussia,240,231,2721,false,-14400,Eastern Time (US & Canada)
877347906294079489,divinedollken,k e n ✨,164,123,3691,false,-18000,Central Time (US & Canada)
877347905832714242,cynsation_,ginger rothstein,334,575,38835,false,NULL,NULL
